epoch,algorithm,Delta_env,Delta_d_ideal,Delta_d_learned,Delta_eff,bias,target_bias,target_band_low,target_band_high,tracking_error,T_X,T_Z,lifetime_score,reward,update_type,gate1_pass,gate2_pass,gate3_pass,cost_units,cumulative_cost_units,burn_in_flag,g2_real,g2_imag,eps_real,eps_imag,Delta_d_bound
84,baseline,-0.007955072523966579,0.007955072523966579,0.012306435884589751,0.004351363360623172,105.44340540172652,100.0,97.0,103.0,0.05300418130191259,0.3230018791527362,32.32336258132677,2.3456931305388298,2.8140952576860174,BASELINE_UPDATE,0,0,0,2.0,170.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
85,baseline,-0.004908097454266959,0.004908097454266959,0.008654495668257418,0.0037463982139904588,104.45221318520233,100.0,97.0,103.0,0.04355949073401552,0.32208999120636145,32.206415884958524,2.3392413871005093,2.8439673741076033,BASELINE_UPDATE,0,0,0,2.0,172.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
86,baseline,-0.001818182123025674,0.001818182123025674,0.0050206827100434245,0.0032025005870177504,103.96825429721983,100.0,97.0,103.0,0.038915419413772676,0.32367522478117317,32.29889633464503,2.3470184018667886,2.8701637547104126,BASELINE_UPDATE,0,0,0,2.0,174.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
87,baseline,0.0012833912466924918,-0.0012833912466924918,0.0021885441947247846,0.0034719354414172766,104.02769677175567,100.0,97.0,103.0,0.03948699281074167,0.3242527446388574,32.219913548550444,2.34635270333903,2.867344862649337,BASELINE_UPDATE,0,0,0,2.0,176.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
88,baseline,0.004365226522086809,-0.004365226522086809,0.00112427611744616,0.005489502639532969,106.51704334029041,100.0,97.0,103.0,0.06313481772196491,0.32032658043343126,32.09123675567646,2.3301687548444985,2.742338948479676,BASELINE_UPDATE,0,0,0,2.0,178.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
89,baseline,0.007396137528947295,-0.007396137528947295,-0.0017875643290090441,0.005608573199938251,106.3343637693414,100.0,97.0,103.0,0.06141831870245527,0.32082160764383394,32.02161210061444,2.3295410032189228,2.753408016180648,BASELINE_UPDATE,0,0,0,2.0,180.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
90,baseline,0.01034546972920203,-0.01034546972920203,-0.0071117990331443295,0.0032336706960577003,104.26740667506904,100.0,97.0,103.0,0.041788631257055675,0.32365069282224684,32.39005250835085,2.3497609009701774,2.8638488662848407,BASELINE_UPDATE,0,0,0,2.0,182.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
91,baseline,0.013183416379151191,-0.013183416379151191,-0.009419682664843696,0.003763733714307495,104.59631006030095,100.0,97.0,103.0,0.04493808835033175,0.32376265739363946,32.24212172554696,2.3455291552827147,2.846703927996569,BASELINE_UPDATE,0,0,0,2.0,184.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
92,baseline,0.015881325897162783,-0.015881325897162783,-0.01213723397357001,0.003744091923592773,104.24297825300334,100.0,97.0,103.0,0.04155431753511914,0.32364727680192507,32.27849922238391,2.3463003417821673,2.8603255955333524,BASELINE_UPDATE,0,0,0,2.0,186.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
93,baseline,0.01841199726088927,-0.01841199726088927,-0.014228922237740964,0.0041830750231483076,104.79351067892253,100.0,97.0,103.0,0.04682166297901838,0.3236787992985091,32.073163195384275,2.3400160278326028,2.8321793083291036,BASELINE_UPDATE,0,0,0,2.0,188.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
94,baseline,0.020749960378360775,-0.020749960378360775,-0.016823325408567825,0.003926634969792949,104.52507586887742,100.0,97.0,103.0,0.04425681709859275,0.3233881582850241,32.308614064821576,2.3464319351661795,2.8507161429034946,BASELINE_UPDATE,0,0,0,2.0,190.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
95,baseline,0.022871738533336766,-0.022871738533336766,-0.020244607694383396,0.0026271308389533704,103.11435517236136,100.0,97.0,103.0,0.03066843076789611,0.32429637938445005,32.348440415489044,2.3504683799295223,2.8985166887272507,BASELINE_UPDATE,0,0,0,2.0,192.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
96,baseline,0.0247560901914158,-0.0247560901914158,-0.023602940115441604,0.0011531500759741978,101.41975662395306,100.0,97.0,103.0,0.014097724690959193,0.3240768746265002,32.53823634013879,2.3556413766046322,2.936107007400158,BASELINE_UPDATE,0,0,0,2.0,194.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
97,baseline,0.026384227667683557,-0.026384227667683557,-0.02323549717422193,0.003148730493461628,103.59201154815787,100.0,97.0,103.0,0.03529003225575496,0.32377137624285074,32.38885497327716,2.350096740173407,2.8848311731760163,BASELINE_UPDATE,0,0,0,2.0,196.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
98,baseline,0.02774001039687896,-0.02774001039687896,-0.02363598363638046,0.004104026760498498,105.01020656033467,100.0,97.0,103.0,0.048887364781820014,0.3227201814426497,32.35130470365109,2.345684708456783,2.8314229924300984,BASELINE_UPDATE,0,0,0,2.0,198.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
99,baseline,0.028810110810682247,-0.028810110810682247,-0.02614491571405357,0.002665195096628676,102.85748275242315,100.0,97.0,103.0,0.028174181498683604,0.32459268862359714,32.40681530218278,2.3531846010906,2.908032433173347,BASELINE_UPDATE,0,0,0,2.0,200.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
100,baseline,0.02958415111102154,-0.02958415111102154,-0.02870460512122542,0.000879545989796119,100.59584524227074,100.0,97.0,103.0,0.005940771046067278,0.32567047844913555,32.41379942604439,2.3567150292125163,2.9442796578727037,BASELINE_UPDATE,0,0,0,2.0,202.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
101,baseline,0.030054809530300222,-0.030054809530300222,-0.03041530525338719,-0.00036049572308696765,99.53844784753795,100.0,97.0,103.0,0.004626205932846313,0.3255991055701247,32.35743350075158,2.3547553863125916,2.942341953071456,BASELINE_UPDATE,0,0,0,2.0,204.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
102,baseline,0.030217894986012937,-0.030217894986012937,-0.029765407300060706,0.00045248768595223046,100.59771205335142,100.0,97.0,103.0,0.005959328410486117,0.32396872417501676,32.405973197744494,2.3512344655883397,2.9369561640097586,BASELINE_UPDATE,0,0,0,2.0,206.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
103,baseline,0.030072389365050703,-0.030072389365050703,-0.03017884088051291,-0.0001064515154622081,100.3670314898947,100.0,97.0,103.0,0.003663595729178726,0.3247991580826274,32.58796463067554,2.3593947742915775,2.9485340246605607,BASELINE_UPDATE,0,0,0,2.0,208.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
104,baseline,0.02962045700867649,-0.02962045700867649,-0.029471923572136852,0.00014853343653963708,99.76686159968601,100.0,97.0,103.0,0.0023341059101882815,0.3249900325799085,32.58035872595801,2.3597488476244064,2.949317285572628,BASELINE_UPDATE,0,0,0,2.0,210.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
105,baseline,0.02886742130918927,-0.02886742130918927,-0.02972437240743836,-0.000856951098249091,99.36385939287203,100.0,97.0,103.0,0.006381726036420111,0.3240652546657067,32.36934189724342,2.3504013569138342,2.9352436514482636,BASELINE_UPDATE,0,0,0,2.0,212.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
106,baseline,0.027821708670145714,-0.027821708670145714,-0.029866694624121625,-0.0020449859539759113,97.93105985792559,100.0,97.0,103.0,0.02090642570672684,0.3242287796931602,32.51599608589048,2.3554262533052173,2.925782790814981,BASELINE_UPDATE,0,0,0,2.0,214.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
107,baseline,0.026494760420127664,-0.026494760420127664,-0.030331036270155532,-0.0038362758500278676,95.7097736353186,100.0,97.0,103.0,0.04384976489310768,0.32435832865681596,32.102974080169325,2.34304225465634,2.8449564317041736,BASELINE_UPDATE,0,0,0,2.0,216.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
108,baseline,0.024900913601914383,-0.024900913601914383,-0.02781082422536469,-0.002909910623450307,96.6242812763073,100.0,97.0,103.0,0.03434011738700724,0.3234203440130373,32.357221114022124,2.3480347872395853,2.8852405362665987,BASELINE_UPDATE,0,0,0,2.0,218.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
109,baseline,0.023057251881089365,-0.023057251881089365,-0.02721545028653129,-0.004158198405441925,95.728733914391,100.0,97.0,103.0,0.04365168270601717,0.3234026112283197,32.36527619932565,2.348228868277656,2.8551378073860425,BASELINE_UPDATE,0,0,0,2.0,220.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
110,baseline,0.020983428127236213,-0.020983428127236213,-0.024740810503588173,-0.00375738237635196,95.7070067296861,100.0,97.0,103.0,0.04387867464310365,0.32384994589427696,32.20063627904885,2.3445112121504956,2.849208714163476,BASELINE_UPDATE,0,0,0,2.0,222.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
111,baseline,0.018701460513746705,-0.018701460513746705,-0.023087373718127944,-0.004385913204381239,95.76694524226194,100.0,97.0,103.0,0.04325259977582915,0.32355966966616573,32.27692211368265,2.3459807574493654,2.853803117962334,BASELINE_UPDATE,0,0,0,2.0,224.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
112,baseline,0.016235504255836076,-0.016235504255836076,-0.01918888066888904,-0.002953376413052964,96.72310620254909,100.0,97.0,103.0,0.03331786478627215,0.32446983373266064,32.31473870029122,2.3499607232007147,2.8907686251137963,BASELINE_UPDATE,0,0,0,2.0,226.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
113,baseline,0.01361160135780452,-0.01361160135780452,-0.01729982074617137,-0.003688219388366852,96.02914859972789,100.0,97.0,103.0,0.04051840935972811,0.3246050658988087,32.25949459453188,2.3486663885104577,2.8667792603308846,BASELINE_UPDATE,0,0,0,2.0,228.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
114,baseline,0.010857410967289666,-0.010857410967289666,-0.01389579825979986,-0.003038387292510193,96.70076153447302,100.0,97.0,103.0,0.0335489083326235,0.3225095107028828,32.217821128563166,2.3408970980207746,2.8780331293985135,BASELINE_UPDATE,0,0,0,2.0,230.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
115,baseline,0.008001923133887487,-0.008001923133887487,-0.012420862727137133,-0.004418939593249646,95.48838966781268,100.0,97.0,103.0,0.04616552005117344,0.3228670091058632,32.385040276791294,2.3471818192601415,2.8444398694752326,BASELINE_UPDATE,0,0,0,2.0,232.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
116,baseline,0.005075158940007707,-0.005075158940007707,-0.009652255753689911,-0.004577096813682204,95.40315949209271,100.0,97.0,103.0,0.047058489716499764,0.3226844777204011,32.14554883804669,2.3391937089206802,2.829970700984353,BASELINE_UPDATE,0,0,0,2.0,234.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
117,baseline,0.002107860111431732,-0.002107860111431732,-0.00615186194848009,-0.004044001837048358,95.45180683388703,100.0,97.0,103.0,0.046548706358127384,0.32191222148343135,32.21888588551804,2.339076424109888,2.8327312855476823,BASELINE_UPDATE,0,0,0,2.0,236.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
118,baseline,-0.0008688286776885382,0.0008688286776885382,-0.0036798359863718325,-0.004548664664060371,95.15466771558869,100.0,97.0,103.0,0.04966653705831546,0.32320503358680414,32.27195207142845,2.3447301178267406,2.827306354751233,BASELINE_UPDATE,0,0,0,2.0,238.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
119,baseline,-0.0038236815167942777,0.0038236815167942777,0.0012981117044886994,-0.0025255698123055783,96.77811226586635,100.0,97.0,103.0,0.032749330228874676,0.3241395441342208,32.62362226679327,2.3584554712422503,2.903023286959298,BASELINE_UPDATE,0,0,0,2.0,240.0,0,1.6472,0.5161,3.8076,-0.3302,0.075
0,BLT,-0.021295704457578165,0.021295704457578165,0.0,-0.021295704457578165,78.46031513730946,100.0,97.0,103.0,0.24257722868009057,0.2704221469974898,27.107617270085438,1.9920437348761955,0.01861876988250044,PHYSICAL_UPDATE,0,0,0,2.3,2.3,1,1.6472,0.5161,3.8076,-0.3302,0.075
1,BLT,-0.023608827139710988,0.023608827139710988,0.02775443140628053,0.004145604266569541,104.6099028227228,100.0,97.0,103.0,0.045068034418889305,0.32290262631753075,32.425335360223016,2.348535605073919,2.8502388924803173,PHYSICAL_UPDATE,0,0,0,2.3,4.6,1,1.6472,0.5161,3.8076,-0.3302,0.075
2,BLT,-0.02570611293717922,0.02570611293717922,0.018535075137976274,-0.007171037799202945,92.51196012283054,100.0,97.0,103.0,0.0778322512028636,0.3192168451420758,31.75325853282049,2.316110709230042,2.6303847631484594,PHYSICAL_UPDATE,0,0,0,2.3,6.8999999999999995,1,1.6472,0.5161,3.8076,-0.3302,0.075
3,BLT,-0.02756646069659394,0.02756646069659394,0.028310178094836602,0.0007437173982426624,100.4075761374978,100.0,97.0,103.0,0.004067477959440503,0.32462826834738023,32.45904544595677,2.3549046135876477,2.942807668563235,BLT_REWARD_REGION,1,1,0,2.3,9.2,1,1.6472,0.5161,3.8076,-0.3302,0.075
4,BLT,-0.029171157118314688,0.029171157118314688,0.025472763276972798,-0.0036983938413418897,95.96854800870499,100.0,97.0,103.0,0.04114967311034384,0.32470747917715,32.28659807354637,2.349821657778125,2.8655440678330986,BLT_REWARD_REGION,1,1,0,2.3,11.5,1,1.6472,0.5161,3.8076,-0.3302,0.075
5,BLT,-0.030504069607813607,0.030504069607813607,0.029289252427410702,-0.0012148171804029044,98.64809304564824,100.0,97.0,103.0,0.013611284211643399,0.3255517774679352,32.49367166378054,2.358811592916271,2.940596017064712,BLT_REWARD_REGION,1,1,0,2.3,13.8,1,1.6472,0.5161,3.8076,-0.3302,0.075
6,BLT,-0.0315518129748399,0.0315518129748399,0.029931899158847104,-0.0016199138159927982,97.88480623163152,100.0,97.0,103.0,0.021378845312737267,0.3251317671930541,32.501561351932075,2.3577633884767497,2.927834578076019,BLT_REWARD_REGION,1,1,0,2.3,16.1,1,1.6472,0.5161,3.8076,-0.3302,0.075
7,BLT,-0.03230388824093528,0.03230388824093528,0.03272312675021118,0.00041923850927590156,100.83715646376741,100.0,97.0,103.0,0.008336717439074486,0.32552000833507383,32.3655287012546,2.3547625777671826,2.9400462137062076,BLT_JACOBIAN_UPDATE,1,1,1,2.3,18.400000000000002,1,1.6472,0.5161,3.8076,-0.3302,0.075
8,BLT,-0.03275279209898695,0.03275279209898695,0.030271159457823143,-0.0024816326411638105,97.03202336367708,100.0,97.0,103.0,0.030129124198324156,0.32454014261891306,32.35051324529739,2.3512838417874913,2.900664627155455,BLT_JACOBIAN_UPDATE,1,1,1,2.3,20.700000000000003,1,1.6472,0.5161,3.8076,-0.3302,0.075
9,BLT,-0.03289409586709315,0.03289409586709315,0.03563281788076299,0.002738722013669835,103.13210865240441,100.0,97.0,103.0,0.030840588677977718,0.32421098238006996,32.46989268147744,2.3539524860197627,2.9022709607361947,BLT_JACOBIAN_UPDATE,1,1,1,2.3,23.000000000000004,1,1.6472,0.5161,3.8076,-0.3302,0.075
10,BLT,-0.03272649309001878,0.03272649309001878,0.030686620333095722,-0.002039872756923057,97.43124141919934,100.0,97.0,103.0,0.02602327297955396,0.3265377347960568,32.56005566965309,2.3638764875929907,2.9262520915685717,BLT_JACOBIAN_UPDATE,1,1,1,2.3,25.300000000000004,1,1.6472,0.5161,3.8076,-0.3302,0.075
11,BLT,-0.03225181526176022,0.03225181526176022,0.035981096937188005,0.003729281675427784,104.01324880887594,100.0,97.0,103.0,0.03934809743259742,0.32155776672619374,32.20684276356374,2.3376008654892426,2.850373703889961,BLT_REWARD_REGION,1,1,0,2.3,27.600000000000005,1,1.6472,0.5161,3.8076,-0.3302,0.075
12,BLT,-0.031475015468941867,0.031475015468941867,0.03069118040905249,-0.0007838350598893748,99.3595160430557,100.0,97.0,103.0,0.0064254385569778045,0.3256841986228891,32.6088549306603,2.362756792124922,2.95156125544009,BLT_JACOBIAN_UPDATE,1,1,1,2.3,29.900000000000006,1,1.6472,0.5161,3.8076,-0.3302,0.075
13,BLT,-0.03040412008358605,0.03040412008358605,0.033543931167329094,0.003139811083743043,103.6633256693504,100.0,97.0,103.0,0.03597820873375932,0.323880849682683,32.350039663313865,2.349235668295992,2.8803005045957217,BLT_REWARD_REGION,1,1,0,2.3,32.2,1,1.6472,0.5161,3.8076,-0.3302,0.075
14,BLT,-0.029050148961853112,0.029050148961853112,0.029389821948345517,0.0003396729864924043,100.0843914763933,100.0,97.0,103.0,0.0008435588680850135,0.3253864560869796,32.525156041755885,2.3592721145669504,2.948922054501538,BLT_JACOBIAN_UPDATE,1,1,1,2.3,34.5,0,1.6472,0.5161,3.8076,-0.3302,0.075
15,BLT,-0.027427004929257412,0.027427004929257412,0.029734004377161068,0.0023069994479036557,102.37015628210871,100.0,97.0,103.0,0.023425041582148292,0.32458591380599117,32.54236166247497,2.3573376559806114,2.923374621747338,BLT_JACOBIAN_UPDATE,1,1,1,2.3,36.8,0,1.6472,0.5161,3.8076,-0.3302,0.075
16,BLT,-0.025551333649285544,0.025551333649285544,0.026240382016864953,0.000689048367579409,100.83301055281791,100.0,97.0,103.0,0.008295601680492823,0.3244653389601253,32.47525678796183,2.3549019075507758,2.940547719051063,BLT_JACOBIAN_UPDATE,1,1,1,2.3,39.099999999999994,0,1.6472,0.5161,3.8076,-0.3302,0.075
17,BLT,-0.023442355277997998,0.023442355277997998,0.025166484218400495,0.0017241289404024973,101.84627049837796,100.0,97.0,103.0,0.018294338423492297,0.324059612522827,32.497596317900815,2.3543383363055783,2.928736725387571,BLT_JACOBIAN_UPDATE,1,1,1,2.3,41.39999999999999,0,1.6472,0.5161,3.8076,-0.3302,0.075
18,BLT,-0.02112166959891581,0.02112166959891581,0.023219679426545296,0.002098009827629487,102.09890275366138,100.0,97.0,103.0,0.020771792343795937,0.3254797556427952,32.41505472503546,2.356167952974764,2.926885629700899,BLT_JACOBIAN_UPDATE,1,1,1,2.3,43.69999999999999,0,1.6472,0.5161,3.8076,-0.3302,0.075
19,BLT,-0.018613036607245247,0.018613036607245247,0.02019725884414148,0.001584222236896235,101.21435579834971,100.0,97.0,103.0,0.012070416519621477,0.32265045216370497,32.53085419652705,2.3510032656766526,2.9311975670401056,BLT_JACOBIAN_UPDATE,1,1,1,2.3,45.999999999999986,0,1.6472,0.5161,3.8076,-0.3302,0.075
20,BLT,-0.015942134767412082,0.015942134767412082,0.01808250322599692,0.002140368458584837,102.59525112261609,100.0,97.0,103.0,0.02562146032275874,0.32435925217181466,32.46582157852014,2.3542843177741792,2.915159713589025,BLT_JACOBIAN_UPDATE,1,1,1,2.3,48.29999999999998,0,1.6472,0.5161,3.8076,-0.3302,0.075
21,BLT,-0.013136299400297369,0.013136299400297369,0.015041042891422086,0.0019047434911247177,102.1040375419676,100.0,97.0,103.0,0.020822083375843414,0.3218129818386993,32.316548492245325,2.341794732338358,2.9074974323668714,BLT_JACOBIAN_UPDATE,1,1,1,2.3,50.59999999999998,0,1.6472,0.5161,3.8076,-0.3302,0.075
22,BLT,-0.010224243864050103,0.010224243864050103,0.012864751352755211,0.002640507488705108,103.47241764137185,100.0,97.0,103.0,0.03413489498227552,0.3239101925868146,32.35879231941752,2.349596786341296,2.8880314783053,BLT_JACOBIAN_UPDATE,1,1,1,2.3,52.89999999999998,0,1.6472,0.5161,3.8076,-0.3302,0.075
23,BLT,-0.007235766372714348,0.007235766372714348,0.0072806343222774714,4.4867949563123094e-05,100.18604389089994,100.0,97.0,103.0,0.001858710436012506,0.32354041969251673,32.39901388953795,2.3496967589345576,2.9369438807186254,BLT_JACOBIAN_UPDATE,1,1,1,2.3,55.199999999999974,0,1.6472,0.5161,3.8076,-0.3302,0.075
24,BLT,-0.004201445448239414,0.004201445448239414,0.007566498847750235,0.003365053399510821,103.81382383439193,100.0,97.0,103.0,0.03742895347164618,0.3231860075920829,32.44710949254714,2.3500841168384694,2.878735447681374,BLT_REWARD_REGION,1,1,0,2.3,57.49999999999997,0,1.6472,0.5161,3.8076,-0.3302,0.075
25,BLT,-0.00115232712212986,0.00115232712212986,0.0027493965376709896,0.0015970694155411297,101.47338891898332,100.0,97.0,103.0,0.014626399980958915,0.3242644494962902,32.47588036301929,2.354301777182558,2.9338908858002597,BLT_JACOBIAN_UPDATE,1,1,1,2.3,59.79999999999997,0,1.6472,0.5161,3.8076,-0.3302,0.075
26,BLT,0.0018803929082614147,-0.0018803929082614147,0.0009916630373580614,0.002872055945619476,103.73712104745307,100.0,97.0,103.0,0.03668983093501377,0.32332466270701576,32.45114494075662,2.3506374128734695,2.8815964908635747,BLT_REWARD_REGION,1,1,0,2.3,62.099999999999966,0,1.6472,0.5161,3.8076,-0.3302,0.075
27,BLT,0.004865688907958972,-0.004865688907958972,-0.0031904853641342695,0.0016752035438247024,101.94551105182643,100.0,97.0,103.0,0.019268279183401384,0.32420823741308086,32.43556824709541,2.3528863445035766,2.9255089562167003,BLT_JACOBIAN_UPDATE,1,1,1,2.3,64.39999999999996,0,1.6472,0.5161,3.8076,-0.3302,0.075
28,BLT,0.007773023233979746,-0.007773023233979746,-0.004541945875823578,0.0032310773581561677,103.54596528147346,100.0,97.0,103.0,0.034845437129862065,0.32490672816329275,32.31229873605207,2.3512307954689686,2.887777633096017,BLT_JACOBIAN_UPDATE,1,1,1,2.3,66.69999999999996,0,1.6472,0.5161,3.8076,-0.3302,0.075
29,BLT,0.010572659694743393,-0.010572659694743393,-0.009692890891083637,0.0008797688036597563,101.25398752950257,100.0,97.0,103.0,0.012461902230499616,0.3228560156343574,32.35631452949091,2.346260368834798,2.9255662429643547,BLT_JACOBIAN_UPDATE,1,1,1,2.3,68.99999999999996,0,1.6472,0.5161,3.8076,-0.3302,0.075
30,BLT,0.013235968912984637,-0.013235968912984637,-0.011035662139135444,0.002200306773849192,102.57903717232657,100.0,97.0,103.0,0.02546340981401305,0.3247467875436347,32.4158297346651,2.3539373599726017,2.9151700341785682,BLT_JACOBIAN_UPDATE,1,1,1,2.3,71.29999999999995,0,1.6472,0.5161,3.8076,-0.3302,0.075
31,BLT,0.015735722544520384,-0.015735722544520384,-0.01549176731283697,0.00024395523168341433,100.47818379808085,100.0,97.0,103.0,0.004770441310484356,0.325345189551245,32.40719494006302,2.3555119255881616,2.9433944316259186,BLT_JACOBIAN_UPDATE,1,1,1,2.3,73.59999999999995,0,1.6472,0.5161,3.8076,-0.3302,0.075
32,BLT,0.018046373316461917,-0.018046373316461917,-0.015835852363788348,0.002210520952673569,102.93600092223711,100.0,97.0,103.0,0.028937258853922967,0.32437617845464356,32.34427482661652,2.350585637223748,2.9027944563835333,BLT_JACOBIAN_UPDATE,1,1,1,2.3,75.89999999999995,0,1.6472,0.5161,3.8076,-0.3302,0.075
33,BLT,0.020144317991181326,-0.020144317991181326,-0.020406800571989087,-0.0002624825808077609,99.61830658907584,100.0,97.0,103.0,0.0038242371917516144,0.3252811450964111,32.572810054630395,2.3604124841899985,2.949834734051816,BLT_JACOBIAN_UPDATE,1,1,1,2.3,78.19999999999995,0,1.6472,0.5161,3.8076,-0.3302,0.075
34,BLT,0.022008140535124295,-0.022008140535124295,-0.019904528745542875,0.0021036117895814194,102.17776283945597,100.0,97.0,103.0,0.021543883365383265,0.3251767611866972,32.508123336106316,2.358103642979585,2.9279993443858063,BLT_JACOBIAN_UPDATE,1,1,1,2.3,80.49999999999994,0,1.6472,0.5161,3.8076,-0.3302,0.075
35,BLT,0.023618832972653787,-0.023618832972653787,-0.02252736579716686,0.0010914671754869258,100.83423031533272,100.0,97.0,103.0,0.00830769846437878,0.3240102201819795,32.569819563568224,2.356405859399045,2.942294892821119,BLT_JACOBIAN_UPDATE,1,1,1,2.3,82.79999999999994,0,1.6472,0.5161,3.8076,-0.3302,0.075
36,BLT,0.024959991632482432,-0.024959991632482432,-0.02393303660870006,0.0010269550237823714,101.22001663299942,100.0,97.0,103.0,0.012126344123053513,0.3247735366665131,32.426818788482024,2.354358671000999,2.9363321460467495,BLT_JACOBIAN_UPDATE,1,1,1,2.3,85.09999999999994,0,1.6472,0.5161,3.8076,-0.3302,0.075
37,BLT,0.0260179867455805,-0.0260179867455805,-0.024862053639589744,0.0011559331059907557,101.27686425453844,100.0,97.0,103.0,0.012687810776596637,0.32435797444892994,32.47185406659827,2.354466171708629,2.9361931244147064,BLT_JACOBIAN_UPDATE,1,1,1,2.3,87.39999999999993,0,1.6472,0.5161,3.8076,-0.3302,0.075
38,BLT,0.026782103626171252,-0.026782103626171252,-0.02639267422010848,0.0003894294060627704,100.02708906873734,100.0,97.0,103.0,0.00027085400311595086,0.3242483500370202,32.392969607482115,2.3516958674792035,2.9393967574794266,BLT_JACOBIAN_UPDATE,1,1,1,2.3,89.69999999999993,0,1.6472,0.5161,3.8076,-0.3302,0.075
39,BLT,0.027244653958745924,-0.027244653958745924,-0.02737460141686101,-0.00012994745811508585,100.1047484557306,100.0,97.0,103.0,0.00104693632816482,0.32618788124515785,32.59763478629938,2.3639579923853455,2.954781556294885,BLT_JACOBIAN_UPDATE,1,1,1,2.3,91.99999999999993,0,1.6472,0.5161,3.8076,-0.3302,0.075
40,BLT,0.027401056020959633,-0.027401056020959633,-0.028618274305180144,-0.0012172182842205108,98.7671607194105,100.0,97.0,103.0,0.012405017867689066,0.3254156615615632,32.43051144156789,2.3564477356536386,2.938388797870613,BLT_JACOBIAN_UPDATE,1,1,1,2.3,94.29999999999993,0,1.6472,0.5161,3.8076,-0.3302,0.075
41,BLT,0.02724988299164591,-0.02724988299164591,-0.026349471566241567,0.000900411425404344,100.70921084201818,100.0,97.0,103.0,0.007067077696649266,0.3239682799285814,32.422445873986526,2.351741287392234,2.937109095903579,BLT_JACOBIAN_UPDATE,1,1,1,2.3,96.59999999999992,0,1.6472,0.5161,3.8076,-0.3302,0.075
42,BLT,0.026792878821720774,-0.026792878821720774,-0.027997680210544704,-0.0012048013888239298,98.42773227087523,100.0,97.0,103.0,0.015847589615977688,0.3256509042077129,32.38971727945881,2.3559116871392387,2.9341976935833305,BLT_JACOBIAN_UPDATE,1,1,1,2.3,98.89999999999992,0,1.6472,0.5161,3.8076,-0.3302,0.075
43,BLT,0.026034941480044264,-0.026034941480044264,-0.025771760597319063,0.00026318088272520024,100.12660633802146,100.0,97.0,103.0,0.0012652625977961959,0.32679674857801244,32.425291096064385,2.360521842364072,2.9504787962154664,BLT_JACOBIAN_UPDATE,1,1,1,2.3,101.19999999999992,0,1.6472,0.5161,3.8076,-0.3302,0.075
44,BLT,0.02498407372291128,-0.02498407372291128,-0.025972664506425908,-0.0009885907835146292,99.37318883043888,100.0,97.0,103.0,0.006287838785330312,0.32393501524677704,32.41617647704648,2.351445218652713,2.936144126428842,BLT_JACOBIAN_UPDATE,1,1,1,2.3,103.49999999999991,0,1.6472,0.5161,3.8076,-0.3302,0.075
45,BLT,0.02365130187126828,-0.02365130187126828,-0.02517441733332687,-0.0015231154620585913,98.00471021727633,100.0,97.0,103.0,0.020154645030934493,0.3257658656952171,32.42690714795771,2.357412186644541,2.92960302501402,BLT_JACOBIAN_UPDATE,1,1,1,2.3,105.79999999999991,0,1.6472,0.5161,3.8076,-0.3302,0.075
46,BLT,0.022050563410518715,-0.022050563410518715,-0.02160927196374771,0.0004412914467710055,100.6212111389962,100.0,97.0,103.0,0.006192895764677272,0.32497107684553994,32.57696302442943,2.3595862879474465,2.947689958742727,BLT_JACOBIAN_UPDATE,1,1,1,2.3,108.09999999999991,0,1.6472,0.5161,3.8076,-0.3302,0.075
