epoch,algorithm,update_type,target_bias,bias,reward,g2_real,g2_imag,eps_d_real,eps_d_imag,log_kappa2,log_abs_alpha,theta_alpha,theta_g
25,BLT hybrid optimizer,BLT_REWARD_REGION,100.0,100.55845016302561,0.7467870267874546,0.8951581443952085,-0.6672666471949167,3.065676711797193,1.4887730790648281,-0.6959086844557685,0.3652164574247292,0.5010085004228162,-0.6405619246470269
26,BLT hybrid optimizer,BLT_REWARD_REGION,100.0,100.55845016302561,0.7467870267874546,0.8951581443952085,-0.6672666471949167,3.065676711797193,1.4887730790648281,-0.6959086844557685,0.3652164574247292,0.5010085004228162,-0.6405619246470269
27,BLT hybrid optimizer,BLT_REWARD_REGION,100.0,100.55845016302561,0.7467870267874546,0.8951581443952085,-0.6672666471949167,3.065676711797193,1.4887730790648281,-0.6959086844557685,0.3652164574247292,0.5010085004228162,-0.6405619246470269
28,BLT hybrid optimizer,BLT_REWARD_REGION,100.0,100.55845016302561,0.7467870267874546,0.8951581443952085,-0.6672666471949167,3.065676711797193,1.4887730790648281,-0.6959086844557685,0.3652164574247292,0.5010085004228162,-0.6405619246470269
29,BLT hybrid optimizer,BLT_REWARD_REGION,100.0,100.55845016302561,0.7467870267874546,0.8951581443952085,-0.6672666471949167,3.065676711797193,1.4887730790648281,-0.6959086844557685,0.3652164574247292,0.5010085004228162,-0.6405619246470269
30,BLT hybrid optimizer,BLT_REWARD_REGION,100.0,100.55845016302561,0.7467870267874546,0.8951581443952085,-0.6672666471949167,3.065676711797193,1.4887730790648281,-0.6959086844557685,0.3652164574247292,0.5010085004228162,-0.6405619246470269
31,BLT hybrid optimizer,BLT_REWARD_REGION,100.0,100.55845016302561,0.7467870267874546,0.8951581443952085,-0.6672666471949167,3.065676711797193,1.4887730790648281,-0.6959086844557685,0.3652164574247292,0.5010085004228162,-0.6405619246470269
32,BLT hybrid optimizer,BLT_REWARD_REGION,100.0,100.55845016302561,0.7467870267874546,0.8951581443952085,-0.6672666471949167,3.065676711797193,1.4887730790648281,-0.6959086844557685,0.3652164574247292,0.5010085004228162,-0.6405619246470269
33,BLT hybrid optimizer,BLT_REWARD_REGION,100.0,100.55845016302561,0.7467870267874546,0.8951581443952085,-0.6672666471949167,3.065676711797193,1.4887730790648281,-0.6959086844557685,0.3652164574247292,0.5010085004228162,-0.6405619246470269
34,BLT hybrid optimizer,BAYESIAN_UPDATE,100.0,100.55845016302561,0.7467870267874546,0.8951581443952085,-0.6672666471949167,3.065676711797193,1.4887730790648281,-0.6959086844557685,0.3652164574247292,0.5010085004228162,-0.6405619246470269
35,BLT hybrid optimizer,BLT_REWARD_REGION,100.0,100.55845016302561,0.7467870267874546,0.8951581443952085,-0.6672666471949167,3.065676711797193,1.4887730790648281,-0.6959086844557685,0.3652164574247292,0.5010085004228162,-0.6405619246470269
