epoch,algorithm,drift_signal,ideal_compensation,learned_compensation,residual_drift,bias,target_bias,tracking_error,target_band_low,target_band_high,burn_in,f_drift,f_conv,n_conv,drift_amplitude,seed
70,Bayesian/TUrBO,0.01901374151241317,-0.01901374151241317,-0.01280593287523771,0.006207808637175462,101.37586294904438,100.0,0.01366483885558909,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
71,Bayesian/TUrBO,0.020456923444685277,-0.020456923444685277,-0.014662820569614517,0.0057941028750707595,101.36791145913105,100.0,0.01358640004837427,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
72,Bayesian/TUrBO,0.021718528276238207,-0.021718528276238207,-0.01651444186520352,0.005204086411034686,101.15655110605681,100.0,0.011499141777128165,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
73,Bayesian/TUrBO,0.02278735791327322,-0.02278735791327322,-0.018054044040204012,0.004733313873069207,101.01534742975112,100.0,0.010102274059225494,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
74,Bayesian/TUrBO,0.023653925348265457,-0.023653925348265457,-0.019412578670308826,0.004241346677956632,100.91864518079569,100.0,0.009144513009712165,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
75,Bayesian/TUrBO,0.024310538867314282,-0.024310538867314282,-0.020646497339139838,0.003664041528174445,100.89173471949853,100.0,0.008877822451278425,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
76,Bayesian/TUrBO,0.024751370322340427,-0.024751370322340427,-0.021853472802153696,0.0028978975201867305,100.6530560537367,100.0,0.006509328813475647,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
77,Bayesian/TUrBO,0.02497250686214093,-0.02497250686214093,-0.022708810908930344,0.0022636959532105864,100.51101862491521,100.0,0.005097173560084124,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
78,Bayesian/TUrBO,0.02497198566313341,-0.02497198566313341,-0.02338462336821374,0.0015873622949196704,100.50758049454905,100.0,0.005062966472963251,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
79,Bayesian/TUrBO,0.02474981135151717,-0.02474981135151717,-0.024074561426975262,0.0006752499245419076,100.15111776846209,100.0,0.0015100370046590543,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
80,Bayesian/TUrBO,0.024307955962210664,-0.024307955962210664,-0.024232026525770087,7.592943644057701e-05,99.98847344247079,100.0,0.0001152722188790138,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
81,Bayesian/TUrBO,0.023650341434930045,-0.023650341434930045,-0.024194144279238335,-0.0005438028443082894,99.89642327973209,100.0,0.0010363039802111858,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
82,Bayesian/TUrBO,0.022782804802774503,-0.022782804802774503,-0.024040270576100458,-0.0012574657733259546,99.80087696989199,100.0,0.0019932154358141764,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
83,Bayesian/TUrBO,0.021713046382307297,-0.021713046382307297,-0.02375541967864031,-0.002042373296333014,99.6008342028868,100.0,0.003999645901621404,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
84,Bayesian/TUrBO,0.020450561425000777,-0.020450561425000777,-0.023182653003885466,-0.002732091578884689,99.40797781099458,100.0,0.005937815878244266,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
85,Bayesian/TUrBO,0.019006555836712204,-0.019006555836712204,-0.02234652124808001,-0.0033399654113678047,99.17397560573818,100.0,0.008294548799216844,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
86,Bayesian/TUrBO,0.017393846713269868,-0.017393846713269868,-0.021183309144719,-0.0037894624314491338,99.3208283896058,100.0,0.006814884770687143,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
87,Bayesian/TUrBO,0.015626748575023382,-0.015626748575023382,-0.02027418391274161,-0.004647435337718227,98.91039589572304,100.0,0.010955837658940863,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
88,Bayesian/TUrBO,0.013720946310147447,-0.013720946310147447,-0.01872373851077349,-0.0050027922006260425,99.05788662225338,100.0,0.009465793375654502,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
89,Bayesian/TUrBO,0.01169335595446417,-0.01169335595446417,-0.0174532672906836,-0.00575991133621943,98.67406343992636,100.0,0.013348055845497168,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
90,Bayesian/TUrBO,0.00956197454351146,-0.00956197454351146,-0.015580137914436153,-0.006018163370924692,98.80592246835062,100.0,0.012012639019193803,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
91,Bayesian/TUrBO,0.0073457203695816865,-0.0073457203695816865,-0.013960261004904762,-0.006614540635323076,98.67236390547185,100.0,0.013365279713974602,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
92,Bayesian/TUrBO,0.005064265061619754,-0.005064265061619754,-0.012119277761706689,-0.007055012700086935,98.46569179088915,100.0,0.015462005174393426,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
93,Bayesian/TUrBO,0.00273785897845207,-0.00273785897845207,-0.009982230799829142,-0.007244371821377072,98.46545718931115,100.0,0.015464387749006051,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
94,Bayesian/TUrBO,0.000387151465168139,-0.000387151465168139,-0.007873418162583594,-0.007486266697415455,98.44927501292675,100.0,0.015628744943004244,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
95,Bayesian/TUrBO,-0.001966992431928563,0.001966992431928563,-0.005739984435892133,-0.007706976867820696,98.21939579142544,100.0,0.017966476979853572,97.0,103.0,0,0.015,0.16666666666666666,6,0.025,1708
