algorithm,normalized_frequency,run_id,actual_f_drift,f_conv,n_conv,rms_tracking_error,p_in_band,mean_rms_tracking_error,std_rms_tracking_error,sem_rms_tracking_error,mean_p_in_band,std_p_in_band,n_runs,drift_amplitude,seed,phase,burn_in_epochs
Bayesian/TUrBO,0.5,24,0.08333333333333333,0.16666666666666666,6,0.037215482985243555,0.3333333333333333,0.037178234961544106,6.890120258796504e-05,1.2579580965553927e-05,0.3763888888888889,0.060555172663658466,30,0.025,808836,5.9431963904652525,12
Bayesian/TUrBO,0.5,25,0.08333333333333333,0.16666666666666666,6,0.037012283994721534,0.3333333333333333,0.037178234961544106,6.890120258796504e-05,1.2579580965553927e-05,0.3763888888888889,0.060555172663658466,30,0.025,432017,2.3521070897120904,12
Bayesian/TUrBO,0.5,26,0.08333333333333333,0.16666666666666666,6,0.03707972281374774,0.42857142857142855,0.037178234961544106,6.890120258796504e-05,1.2579580965553927e-05,0.3763888888888889,0.060555172663658466,30,0.025,414007,5.6171928265291085,12
Bayesian/TUrBO,0.5,27,0.08333333333333333,0.16666666666666666,6,0.037169660971182336,0.3392857142857143,0.037178234961544106,6.890120258796504e-05,1.2579580965553927e-05,0.3763888888888889,0.060555172663658466,30,0.025,290078,5.0452877827501466,12
Bayesian/TUrBO,0.5,28,0.08333333333333333,0.16666666666666666,6,0.03713109789604637,0.3630952380952381,0.037178234961544106,6.890120258796504e-05,1.2579580965553927e-05,0.3763888888888889,0.060555172663658466,30,0.025,38388,2.6868626953492507,12
Bayesian/TUrBO,0.5,29,0.08333333333333333,0.16666666666666666,6,0.037210398095759316,0.3333333333333333,0.037178234961544106,6.890120258796504e-05,1.2579580965553927e-05,0.3763888888888889,0.060555172663658466,30,0.025,862554,3.3100878760298005,12
Bayesian/TUrBO,0.7,0,0.11666666666666665,0.16666666666666666,6,0.04049668476320945,0.3630952380952381,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,221248,4.67509123676093,12
Bayesian/TUrBO,0.7,1,0.11666666666666665,0.16666666666666666,6,0.04019145536598502,0.34523809523809523,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,614340,3.1459698463429904,12
Bayesian/TUrBO,0.7,2,0.11666666666666665,0.16666666666666666,6,0.04051028999491892,0.35119047619047616,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,902129,1.7867226717756775,12
Bayesian/TUrBO,0.7,3,0.11666666666666665,0.16666666666666666,6,0.04038568225143837,0.35119047619047616,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,937885,3.150527803642063,12
Bayesian/TUrBO,0.7,4,0.11666666666666665,0.16666666666666666,6,0.04019390726715105,0.35119047619047616,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,284559,3.9060708891689693,12
Bayesian/TUrBO,0.7,5,0.11666666666666665,0.16666666666666666,6,0.0403185057494886,0.34523809523809523,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,999392,1.0619549441560634,12
Bayesian/TUrBO,0.7,6,0.11666666666666665,0.16666666666666666,6,0.04039876783516519,0.34523809523809523,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,12066,2.6534390163680235,12
Bayesian/TUrBO,0.7,7,0.11666666666666665,0.16666666666666666,6,0.04040649464558114,0.35119047619047616,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,526806,5.460265338021353,12
Bayesian/TUrBO,0.7,8,0.11666666666666665,0.16666666666666666,6,0.04035692071379434,0.35119047619047616,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,964493,3.4710997197157636,12
Bayesian/TUrBO,0.7,9,0.11666666666666665,0.16666666666666666,6,0.04047286137091471,0.35714285714285715,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,891638,4.794053653295881,12
Bayesian/TUrBO,0.7,10,0.11666666666666665,0.16666666666666666,6,0.040131485629313894,0.3630952380952381,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,366855,3.244906789186696,12
Bayesian/TUrBO,0.7,11,0.11666666666666665,0.16666666666666666,6,0.040496613207633286,0.34523809523809523,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,333164,1.2550576179107704,12
Bayesian/TUrBO,0.7,12,0.11666666666666665,0.16666666666666666,6,0.04044589268962331,0.35119047619047616,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,170996,1.9435968816159677,12
Bayesian/TUrBO,0.7,13,0.11666666666666665,0.16666666666666666,6,0.04063237269831315,0.3392857142857143,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,71904,1.5844371599439224,12
Bayesian/TUrBO,0.7,14,0.11666666666666665,0.16666666666666666,6,0.04035566699397254,0.34523809523809523,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,325630,0.15477887928865425,12
Bayesian/TUrBO,0.7,15,0.11666666666666665,0.16666666666666666,6,0.040463221887249004,0.3333333333333333,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,28261,5.363374509445903,12
Bayesian/TUrBO,0.7,16,0.11666666666666665,0.16666666666666666,6,0.040423183448896595,0.34523809523809523,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,445543,5.985363930680684,12
Bayesian/TUrBO,0.7,17,0.11666666666666665,0.16666666666666666,6,0.040590973097464414,0.3333333333333333,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,157639,4.418709160408579,12
Bayesian/TUrBO,0.7,18,0.11666666666666665,0.16666666666666666,6,0.04040056122846517,0.35119047619047616,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,324640,4.929508480510476,12
Bayesian/TUrBO,0.7,19,0.11666666666666665,0.16666666666666666,6,0.04044159858891954,0.34523809523809523,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,712635,0.007050748693258529,12
Bayesian/TUrBO,0.7,20,0.11666666666666665,0.16666666666666666,6,0.040321440553615424,0.3392857142857143,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,624635,4.639775984603599,12
Bayesian/TUrBO,0.7,21,0.11666666666666665,0.16666666666666666,6,0.04055033695992138,0.34523809523809523,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,844614,2.2156908854706807,12
Bayesian/TUrBO,0.7,22,0.11666666666666665,0.16666666666666666,6,0.04025034147177462,0.3630952380952381,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,892471,3.1338301151300003,12
Bayesian/TUrBO,0.7,23,0.11666666666666665,0.16666666666666666,6,0.04010282379322904,0.34523809523809523,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,388092,3.1494760673275235,12
Bayesian/TUrBO,0.7,24,0.11666666666666665,0.16666666666666666,6,0.04055371685050738,0.3630952380952381,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,808836,4.708115822108512,12
Bayesian/TUrBO,0.7,25,0.11666666666666665,0.16666666666666666,6,0.040444351167207265,0.34523809523809523,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,432017,1.0067641287160227,12
Bayesian/TUrBO,0.7,26,0.11666666666666665,0.16666666666666666,6,0.04046144184369117,0.35119047619047616,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,414007,0.33530872501356274,12
Bayesian/TUrBO,0.7,27,0.11666666666666665,0.16666666666666666,6,0.04037253999505222,0.35714285714285715,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,290078,2.8075101835446867,12
Bayesian/TUrBO,0.7,28,0.11666666666666665,0.16666666666666666,6,0.0405109913107925,0.3630952380952381,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,38388,5.218397456697283,12
Bayesian/TUrBO,0.7,29,0.11666666666666665,0.16666666666666666,6,0.04031980069415845,0.3630952380952381,0.04040003080224825,0.00013026900085028696,2.3783756769787277e-05,0.34999999999999987,0.00861873462857846,30,0.025,862554,4.195535902467668,12
Bayesian/TUrBO,0.9,0,0.15,0.16666666666666666,6,0.04201067970419698,0.39285714285714285,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,221248,3.917843631780498,12
Bayesian/TUrBO,0.9,1,0.15,0.16666666666666666,6,0.04217581105370282,0.30952380952380953,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,614340,1.2961604416658328,12
Bayesian/TUrBO,0.9,2,0.15,0.16666666666666666,6,0.042076571734678624,0.30357142857142855,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,902129,4.380751155404947,12
Bayesian/TUrBO,0.9,3,0.15,0.16666666666666666,6,0.042205236716053,0.3869047619047619,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,937885,5.822148367140663,12
Bayesian/TUrBO,0.9,4,0.15,0.16666666666666666,6,0.04211779639504493,0.30952380952380953,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,284559,0.04002716056654989,12
Bayesian/TUrBO,0.9,5,0.15,0.16666666666666666,6,0.04195531188239073,0.30357142857142855,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,999392,3.43053644456528,12
Bayesian/TUrBO,0.9,6,0.15,0.16666666666666666,6,0.042218190909674984,0.2976190476190476,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,12066,2.1384447825295716,12
Bayesian/TUrBO,0.9,7,0.15,0.16666666666666666,6,0.04221030809403684,0.30357142857142855,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,526806,1.2577798641738631,12
Bayesian/TUrBO,0.9,8,0.15,0.16666666666666666,6,0.04226000988766357,0.30952380952380953,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,964493,2.398602409842852,12
Bayesian/TUrBO,0.9,9,0.15,0.16666666666666666,6,0.04229604375467872,0.30952380952380953,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,891638,2.4107052779259504,12
Bayesian/TUrBO,0.9,10,0.15,0.16666666666666666,6,0.042141281599458784,0.30357142857142855,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,366855,4.61082410230981,12
Bayesian/TUrBO,0.9,11,0.15,0.16666666666666666,6,0.04212878142333632,0.30357142857142855,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,333164,0.29621925468805144,12
Bayesian/TUrBO,0.9,12,0.15,0.16666666666666666,6,0.04202966235105201,0.31547619047619047,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,170996,4.11288531091354,12
Bayesian/TUrBO,0.9,13,0.15,0.16666666666666666,6,0.041996849263237795,0.30952380952380953,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,71904,3.499336689082077,12
Bayesian/TUrBO,0.9,14,0.15,0.16666666666666666,6,0.042311077273044936,0.30357142857142855,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,325630,5.5582258562032605,12
Bayesian/TUrBO,0.9,15,0.15,0.16666666666666666,6,0.04229749625840672,0.39285714285714285,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,28261,6.110567217771755,12
Bayesian/TUrBO,0.9,16,0.15,0.16666666666666666,6,0.04224729250538032,0.32142857142857145,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,445543,1.9179071022561016,12
Bayesian/TUrBO,0.9,17,0.15,0.16666666666666666,6,0.042005028936188786,0.3869047619047619,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,157639,3.554846877646296,12
Bayesian/TUrBO,0.9,18,0.15,0.16666666666666666,6,0.04200241000233248,0.30357142857142855,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,324640,0.8636992974482313,12
Bayesian/TUrBO,0.9,19,0.15,0.16666666666666666,6,0.04211898931057326,0.375,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,712635,3.2222915517651796,12
Bayesian/TUrBO,0.9,20,0.15,0.16666666666666666,6,0.042109818717048345,0.3333333333333333,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,624635,5.054608028521051,12
Bayesian/TUrBO,0.9,21,0.15,0.16666666666666666,6,0.04226900572058832,0.3869047619047619,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,844614,4.874863219449054,12
Bayesian/TUrBO,0.9,22,0.15,0.16666666666666666,6,0.042280852994776276,0.31547619047619047,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,892471,2.7024797822196898,12
Bayesian/TUrBO,0.9,23,0.15,0.16666666666666666,6,0.04195049777670725,0.30357142857142855,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,388092,3.7219414140411877,12
Bayesian/TUrBO,0.9,24,0.15,0.16666666666666666,6,0.041963765862024015,0.30357142857142855,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,808836,0.8613111433479381,12
Bayesian/TUrBO,0.9,25,0.15,0.16666666666666666,6,0.0424744108690957,0.3392857142857143,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,432017,2.2613693607326972,12
Bayesian/TUrBO,0.9,26,0.15,0.16666666666666666,6,0.04217446085079018,0.40476190476190477,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,414007,0.4182747562710423,12
Bayesian/TUrBO,0.9,27,0.15,0.16666666666666666,6,0.042334187194406944,0.39880952380952384,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,290078,2.0033509690337596,12
Bayesian/TUrBO,0.9,28,0.15,0.16666666666666666,6,0.04235659711373763,0.31547619047619047,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,38388,5.5264400018950575,12
Bayesian/TUrBO,0.9,29,0.15,0.16666666666666666,6,0.04219772983715031,0.38095238095238093,0.04216387186638192,0.00013581239648774977,2.4795837715058646e-05,0.33412698412698405,0.0381853579635096,30,0.025,862554,2.6699077742224517,12
Bayesian/TUrBO,1.0,0,0.16666666666666666,0.16666666666666666,6,0.04266060201299135,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,221248,1.6152135085535073,12
Bayesian/TUrBO,1.0,1,0.16666666666666666,0.16666666666666666,6,0.042647932569680386,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,614340,0.9684520336807957,12
Bayesian/TUrBO,1.0,2,0.16666666666666666,0.16666666666666666,6,0.04270149027585612,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,902129,3.9001237386421788,12
Bayesian/TUrBO,1.0,3,0.16666666666666666,0.16666666666666666,6,0.042728622452697436,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,937885,1.6517774218577357,12
Bayesian/TUrBO,1.0,4,0.16666666666666666,0.16666666666666666,6,0.042699518650928796,0.30952380952380953,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,284559,2.2537556970531556,12
Bayesian/TUrBO,1.0,5,0.16666666666666666,0.16666666666666666,6,0.04284888313452294,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,999392,5.289935884356528,12
Bayesian/TUrBO,1.0,6,0.16666666666666666,0.16666666666666666,6,0.04268583336638191,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,12066,1.074664820675517,12
Bayesian/TUrBO,1.0,7,0.16666666666666666,0.16666666666666666,6,0.04260577592704426,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,526806,0.060125955012439426,12
Bayesian/TUrBO,1.0,8,0.16666666666666666,0.16666666666666666,6,0.04275970907822122,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,964493,4.757920244163637,12
Bayesian/TUrBO,1.0,9,0.16666666666666666,0.16666666666666666,6,0.04274892141090801,0.3273809523809524,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,891638,4.437201718054531,12
Bayesian/TUrBO,1.0,10,0.16666666666666666,0.16666666666666666,6,0.04283339072301912,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,366855,0.07250540199824197,12
Bayesian/TUrBO,1.0,11,0.16666666666666666,0.16666666666666666,6,0.042692801791986784,0.3273809523809524,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,333164,0.14708106274675012,12
Bayesian/TUrBO,1.0,12,0.16666666666666666,0.16666666666666666,6,0.04272910697095754,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,170996,1.5318652990671646,12
Bayesian/TUrBO,1.0,13,0.16666666666666666,0.16666666666666666,6,0.04276351761101009,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,71904,3.1199687161288683,12
Bayesian/TUrBO,1.0,14,0.16666666666666666,0.16666666666666666,6,0.04289655679318356,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,325630,4.126656764199915,12
Bayesian/TUrBO,1.0,15,0.16666666666666666,0.16666666666666666,6,0.042808925118612826,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,28261,1.9992876240819657,12
Bayesian/TUrBO,1.0,16,0.16666666666666666,0.16666666666666666,6,0.042826048506106634,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,445543,5.153512184461101,12
Bayesian/TUrBO,1.0,17,0.16666666666666666,0.16666666666666666,6,0.04270603416046624,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,157639,1.8162314414486043,12
Bayesian/TUrBO,1.0,18,0.16666666666666666,0.16666666666666666,6,0.042765144191697586,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,324640,2.9044337615146323,12
Bayesian/TUrBO,1.0,19,0.16666666666666666,0.16666666666666666,6,0.042603635143145496,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,712635,1.5175261595407799,12
Bayesian/TUrBO,1.0,20,0.16666666666666666,0.16666666666666666,6,0.04274424765569659,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,624635,5.706846832556992,12
Bayesian/TUrBO,1.0,21,0.16666666666666666,0.16666666666666666,6,0.04267203759568183,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,844614,1.9484869226833166,12
Bayesian/TUrBO,1.0,22,0.16666666666666666,0.16666666666666666,6,0.042858732924207436,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,892471,3.1914970945849648,12
Bayesian/TUrBO,1.0,23,0.16666666666666666,0.16666666666666666,6,0.042753044916970843,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,388092,5.623385409639291,12
Bayesian/TUrBO,1.0,24,0.16666666666666666,0.16666666666666666,6,0.042807752287958085,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,808836,6.165559332003642,12
Bayesian/TUrBO,1.0,25,0.16666666666666666,0.16666666666666666,6,0.042836751484058744,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,432017,4.720360254233937,12
Bayesian/TUrBO,1.0,26,0.16666666666666666,0.16666666666666666,6,0.04283920632943778,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,414007,0.7194150849372334,12
Bayesian/TUrBO,1.0,27,0.16666666666666666,0.16666666666666666,6,0.042702308203914074,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,290078,0.9673085387432208,12
Bayesian/TUrBO,1.0,28,0.16666666666666666,0.16666666666666666,6,0.0427678206572014,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,38388,4.222508455330312,12
Bayesian/TUrBO,1.0,29,0.16666666666666666,0.16666666666666666,6,0.04278708227860842,0.3333333333333333,0.042749381140771786,7.530211762840945e-05,1.3748222817662426e-05,0.33214285714285724,0.004530502351829679,30,0.025,862554,3.16903155882004,12
BLT,0.05,0,0.005555555555555556,0.1111111111111111,9,0.002907087734809066,1.0,0.003006792667628615,6.911011853740692e-05,1.2617723624931236e-05,1.0,0.0,30,0.025,222154,3.080297341020095,12
BLT,0.05,1,0.005555555555555556,0.1111111111111111,9,0.0029419868533873033,1.0,0.003006792667628615,6.911011853740692e-05,1.2617723624931236e-05,1.0,0.0,30,0.025,615246,5.890495648165692,12
BLT,0.05,2,0.005555555555555556,0.1111111111111111,9,0.0030281081373008914,1.0,0.003006792667628615,6.911011853740692e-05,1.2617723624931236e-05,1.0,0.0,30,0.025,903035,2.2325248766573393,12
BLT,0.05,3,0.005555555555555556,0.1111111111111111,9,0.0029286503364481303,1.0,0.003006792667628615,6.911011853740692e-05,1.2617723624931236e-05,1.0,0.0,30,0.025,938791,3.4848389376895357,12
BLT,0.05,4,0.005555555555555556,0.1111111111111111,9,0.0030006379592763827,1.0,0.003006792667628615,6.911011853740692e-05,1.2617723624931236e-05,1.0,0.0,30,0.025,285465,3.875833808765427,12
BLT,0.05,5,0.005555555555555556,0.1111111111111111,9,0.0030643016120878636,1.0,0.003006792667628615,6.911011853740692e-05,1.2617723624931236e-05,1.0,0.0,30,0.025,1000298,4.680157037252136,12
BLT,0.05,6,0.005555555555555556,0.1111111111111111,9,0.0030229805723140184,1.0,0.003006792667628615,6.911011853740692e-05,1.2617723624931236e-05,1.0,0.0,30,0.025,12972,0.9146986494446929,12
BLT,0.05,7,0.005555555555555556,0.1111111111111111,9,0.0030424583258327224,1.0,0.003006792667628615,6.911011853740692e-05,1.2617723624931236e-05,1.0,0.0,30,0.025,527712,4.196598270620298,12
BLT,0.05,8,0.005555555555555556,0.1111111111111111,9,0.003066252073310896,1.0,0.003006792667628615,6.911011853740692e-05,1.2617723624931236e-05,1.0,0.0,30,0.025,965399,1.7108533996982536,12
BLT,0.05,9,0.005555555555555556,0.1111111111111111,9,0.0029063087365039267,1.0,0.003006792667628615,6.911011853740692e-05,1.2617723624931236e-05,1.0,0.0,30,0.025,892544,3.031906463269197,12
BLT,0.05,10,0.005555555555555556,0.1111111111111111,9,0.0030714842094822226,1.0,0.003006792667628615,6.911011853740692e-05,1.2617723624931236e-05,1.0,0.0,30,0.025,367761,4.664660487436819,12
BLT,0.05,11,0.005555555555555556,0.1111111111111111,9,0.0030531198127642903,1.0,0.003006792667628615,6.911011853740692e-05,1.2617723624931236e-05,1.0,0.0,30,0.025,334070,1.1739038562886197,12
BLT,0.05,12,0.005555555555555556,0.1111111111111111,9,0.0030301333873184204,1.0,0.003006792667628615,6.911011853740692e-05,1.2617723624931236e-05,1.0,0.0,30,0.025,171902,4.044890282747731,12
BLT,0.05,13,0.005555555555555556,0.1111111111111111,9,0.002964782302770109,1.0,0.003006792667628615,6.911011853740692e-05,1.2617723624931236e-05,1.0,0.0,30,0.025,72810,3.64518638703941,12
BLT,0.05,14,0.005555555555555556,0.1111111111111111,9,0.003061374594497632,1.0,0.003006792667628615,6.911011853740692e-05,1.2617723624931236e-05,1.0,0.0,30,0.025,326536,1.8428052860824398,12
BLT,0.05,15,0.005555555555555556,0.1111111111111111,9,0.002895732430794365,1.0,0.003006792667628615,6.911011853740692e-05,1.2617723624931236e-05,1.0,0.0,30,0.025,29167,6.244888965294601,12
BLT,0.05,16,0.005555555555555556,0.1111111111111111,9,0.0030775327152341336,1.0,0.003006792667628615,6.911011853740692e-05,1.2617723624931236e-05,1.0,0.0,30,0.025,446449,4.893053904142243,12
BLT,0.05,17,0.005555555555555556,0.1111111111111111,9,0.002906121496925648,1.0,0.003006792667628615,6.911011853740692e-05,1.2617723624931236e-05,1.0,0.0,30,0.025,158545,0.13864502800422007,12
BLT,0.05,18,0.005555555555555556,0.1111111111111111,9,0.0029288860676710154,1.0,0.003006792667628615,6.911011853740692e-05,1.2617723624931236e-05,1.0,0.0,30,0.025,325546,3.618365382713512,12
