epoch,algorithm,drift_signal,ideal_compensation,learned_compensation,residual_drift,bias,target_bias,tracking_error,target_band_low,target_band_high,burn_in,f_drift,f_conv,n_conv,drift_amplitude,seed
86,Bayesian/TUrBO,0.007572794246463697,-0.007572794246463697,-0.0022459184143337266,0.005326875832129971,101.05116821599455,100.0,0.010456818566554687,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
87,Bayesian/TUrBO,0.008803103430319197,-0.008803103430319197,-0.003693220668239864,0.005109882762079332,101.03711186889741,100.0,0.010317707608572264,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
88,Bayesian/TUrBO,0.009902569996147146,-0.009902569996147146,-0.005098283829072695,0.00480428616707445,100.9750719274765,100.0,0.009703487790683366,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
89,Bayesian/TUrBO,0.010868266292827385,-0.010868266292827385,-0.0064131109848310375,0.004455155307996348,100.93150700388802,100.0,0.009271952330124112,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
90,Bayesian/TUrBO,0.011700600580318816,-0.011700600580318816,-0.007671583546294873,0.004029017034023943,100.95218391852761,100.0,0.009476792202205002,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
91,Bayesian/TUrBO,0.012403186477522794,-0.012403186477522794,-0.008966666663033009,0.0034365198144897854,100.7365459595641,100.0,0.007338467058705782,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
92,Bayesian/TUrBO,0.012982636825255266,-0.012982636825255266,-0.009938207737263343,0.0030444290879919223,100.67484613525315,100.0,0.006725792417025905,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
93,Bayesian/TUrBO,0.013448287464738203,-0.013448287464738203,-0.010847006594471248,0.002601280870266955,100.57004540975791,100.0,0.0056842679920886775,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
94,Bayesian/TUrBO,0.013811858006846096,-0.013811858006846096,-0.011607931442143287,0.002203926564702809,100.45629874177264,100.0,0.004552608551088265,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
95,Bayesian/TUrBO,0.014087058078904693,-0.014087058078904693,-0.012213309979459852,0.001873748099444841,100.34904090151801,100.0,0.0034843316751295133,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
96,Bayesian/TUrBO,0.014289148753101513,-0.014289148753101513,-0.012673878705032617,0.0016152700480688963,100.37594144013082,100.0,0.003752365464048412,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
97,Bayesian/TUrBO,0.014434469856803479,-0.014434469856803479,-0.013189219910888107,0.0012452499459153724,100.35090561926256,100.0,0.0035029138200371518,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
98,Bayesian/TUrBO,0.014539944618447051,-0.014539944618447051,-0.01366348836392939,0.0008764562545176616,100.22422898091305,100.0,0.0022397796290037075,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
99,Bayesian/TUrBO,0.01462257359669655,-0.01462257359669655,-0.013951688301643084,0.0006708852950534656,100.06218717969706,100.0,0.0006216785148316524,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
100,Bayesian/TUrBO,0.014698930064505811,-0.014698930064505811,-0.014014397629381425,0.000684532435124386,100.14752124083131,100.0,0.0014741253514500901,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
101,Bayesian/TUrBO,0.01478466896877127,-0.01478466896877127,-0.014227038997805787,0.0005576299709654838,100.115488979533,100.0,0.0011542234231185801,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
102,Bayesian/TUrBO,0.014894061261696035,-0.014894061261696035,-0.014380070801935608,0.0005139904597604265,100.08646234198986,100.0,0.000864249848386395,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
103,Bayesian/TUrBO,0.01503956480908939,-0.01503956480908939,-0.014493968868878299,0.0005455959402110907,100.04955608459977,100.0,0.0004954380962733654,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
104,Bayesian/TUrBO,0.015231442236769723,-0.015231442236769723,-0.01455649935811403,0.0006749428786556929,100.21630342981014,100.0,0.002160698307359575,97.0,103.0,0,,0.16666666666666666,6,0.025,1712
