epoch,algorithm,x_value,y_value,bias,target_bias,reward,T_X,T_Z,update_type,gate1_pass,gate2_pass,gate3_pass,cost_units,cumulative_cost_units,trust_region_length
22,physical coordinates + reward,22,101.28040376583112,101.28040376583112,100.0,0.6397563420777446,0.24783084478777306,25.10040802573268,PHYSICAL_UPDATE,,,,,,
23,physical coordinates + reward,23,99.98193341424587,99.98193341424587,100.0,0.6310143620753016,0.24633924082896277,24.629473573877235,PHYSICAL_UPDATE,,,,,,
24,physical coordinates + reward,24,99.98193341424587,99.98193341424587,100.0,0.6310143620753016,0.24633924082896277,24.629473573877235,PHYSICAL_UPDATE,,,,,,
25,physical coordinates + reward,25,99.98193341424587,99.98193341424587,100.0,0.6310143620753016,0.24633924082896277,24.629473573877235,PHYSICAL_UPDATE,,,,,,
26,physical coordinates + reward,26,99.98193341424587,99.98193341424587,100.0,0.6310143620753016,0.24633924082896277,24.629473573877235,PHYSICAL_UPDATE,,,,,,
27,physical coordinates + reward,27,99.98193341424587,99.98193341424587,100.0,0.6310143620753016,0.24633924082896277,24.629473573877235,PHYSICAL_UPDATE,,,,,,
28,physical coordinates + reward,28,99.98193341424587,99.98193341424587,100.0,0.6310143620753016,0.24633924082896277,24.629473573877235,PHYSICAL_UPDATE,,,,,,
29,physical coordinates + reward,29,99.98193341424587,99.98193341424587,100.0,0.6310143620753016,0.24633924082896277,24.629473573877235,PHYSICAL_UPDATE,,,,,,
30,physical coordinates + reward,30,99.98193341424587,99.98193341424587,100.0,0.6310143620753016,0.24633924082896277,24.629473573877235,PHYSICAL_UPDATE,,,,,,
31,physical coordinates + reward,31,100.46771590117531,100.46771590117531,100.0,0.6445983895860841,0.2505583678301971,25.173026915826423,PHYSICAL_UPDATE,,,,,,
32,physical coordinates + reward,32,100.46771590117531,100.46771590117531,100.0,0.6445983895860841,0.2505583678301971,25.173026915826423,PHYSICAL_UPDATE,,,,,,
