epoch,algorithm,x_value,y_value,bias,target_bias,reward,T_X,T_Z,update_type,gate1_pass,gate2_pass,gate3_pass,cost_units,cumulative_cost_units,trust_region_length
0,2-points with noise,0,28.46957613209257,28.46957613209257,100.0,-283.8644836993249,0.49561608455792067,14.109979851611351,NOISY_TWO_POINT,,,,,,
1,2-points with noise,1,28.46957613209257,28.46957613209257,100.0,-283.8644836993249,0.49561608455792067,14.109979851611351,NOISY_TWO_POINT,,,,,,
2,2-points with noise,2,28.942993786358137,28.942993786358137,100.0,-276.5299650400166,0.36327628269614376,10.514303192805771,NOISY_TWO_POINT,,,,,,
3,2-points with noise,3,37.51197674559024,37.51197674559024,100.0,-172.89652164094102,0.3040313189659856,11.404815766983182,NOISY_TWO_POINT,,,,,,
4,2-points with noise,4,44.91377053717907,44.91377053717907,100.0,-115.1605539723197,0.28536117668728167,12.816646409951982,NOISY_TWO_POINT,,,,,,
5,2-points with noise,5,45.07239631023266,45.07239631023266,100.0,-114.13442351048695,0.2994221240135802,13.495672637591719,NOISY_TWO_POINT,,,,,,
6,2-points with noise,6,45.07239631023266,45.07239631023266,100.0,-114.13442351048695,0.2994221240135802,13.495672637591719,NOISY_TWO_POINT,,,,,,
7,2-points with noise,7,45.07239631023266,45.07239631023266,100.0,-114.13442351048695,0.2994221240135802,13.495672637591719,NOISY_TWO_POINT,,,,,,
8,2-points with noise,8,45.07239631023266,45.07239631023266,100.0,-114.13442351048695,0.2994221240135802,13.495672637591719,NOISY_TWO_POINT,,,,,,
9,2-points with noise,9,45.07239631023266,45.07239631023266,100.0,-114.13442351048695,0.2994221240135802,13.495672637591719,NOISY_TWO_POINT,,,,,,
10,2-points with noise,10,45.07239631023266,45.07239631023266,100.0,-114.13442351048695,0.2994221240135802,13.495672637591719,NOISY_TWO_POINT,,,,,,
11,2-points with noise,11,46.59044957773261,46.59044957773261,100.0,-104.8166731358423,0.30906668438344626,14.399555774923952,NOISY_TWO_POINT,,,,,,
12,2-points with noise,12,46.59044957773261,46.59044957773261,100.0,-104.8166731358423,0.30906668438344626,14.399555774923952,NOISY_TWO_POINT,,,,,,
13,2-points with noise,13,46.59044957773261,46.59044957773261,100.0,-104.8166731358423,0.30906668438344626,14.399555774923952,NOISY_TWO_POINT,,,,,,
14,2-points with noise,14,46.59044957773261,46.59044957773261,100.0,-104.8166731358423,0.30906668438344626,14.399555774923952,NOISY_TWO_POINT,,,,,,
15,2-points with noise,15,52.794501533171704,52.794501533171704,100.0,-73.25422220300217,0.29320519889724356,15.47962232271444,NOISY_TWO_POINT,,,,,,
16,2-points with noise,16,52.794501533171704,52.794501533171704,100.0,-73.25422220300217,0.29320519889724356,15.47962232271444,NOISY_TWO_POINT,,,,,,
17,2-points with noise,17,53.24426444190471,53.24426444190471,100.0,-71.32603108561881,0.28099772382313887,14.961517114812514,NOISY_TWO_POINT,,,,,,
18,2-points with noise,18,54.89919523438719,54.89919523438719,100.0,-64.5321686349165,0.29665858317037597,16.28631747542716,NOISY_TWO_POINT,,,,,,
19,2-points with noise,19,81.30004988295303,81.30004988295303,100.0,-7.574400698513041,0.19429567612501325,15.796248161005664,NOISY_TWO_POINT,,,,,,
20,2-points with noise,20,81.30004988295303,81.30004988295303,100.0,-7.574400698513041,0.19429567612501325,15.796248161005664,NOISY_TWO_POINT,,,,,,
21,2-points with noise,21,81.30004988295303,81.30004988295303,100.0,-7.574400698513041,0.19429567612501325,15.796248161005664,NOISY_TWO_POINT,,,,,,
22,2-points with noise,22,81.30004988295303,81.30004988295303,100.0,-7.574400698513041,0.19429567612501325,15.796248161005664,NOISY_TWO_POINT,,,,,,
23,2-points with noise,23,81.30004988295303,81.30004988295303,100.0,-7.574400698513041,0.19429567612501325,15.796248161005664,NOISY_TWO_POINT,,,,,,
24,2-points with noise,24,101.78268429612707,101.78268429612707,100.0,0.14470417746339523,0.2213957718787682,22.53425595363403,NOISY_TWO_POINT,,,,,,
25,2-points with noise,25,101.78268429612707,101.78268429612707,100.0,0.14470417746339523,0.2213957718787682,22.53425595363403,NOISY_TWO_POINT,,,,,,
26,2-points with noise,26,101.78268429612707,101.78268429612707,100.0,0.14470417746339523,0.2213957718787682,22.53425595363403,NOISY_TWO_POINT,,,,,,
27,2-points with noise,27,101.78268429612707,101.78268429612707,100.0,0.14470417746339523,0.2213957718787682,22.53425595363403,NOISY_TWO_POINT,,,,,,
28,2-points with noise,28,101.78268429612707,101.78268429612707,100.0,0.14470417746339523,0.2213957718787682,22.53425595363403,NOISY_TWO_POINT,,,,,,
29,2-points with noise,29,101.78268429612707,101.78268429612707,100.0,0.14470417746339523,0.2213957718787682,22.53425595363403,NOISY_TWO_POINT,,,,,,
