epoch,algorithm,x_value,update_type,target_bias,bias,reward,g2_real,g2_imag,eps_d_real,eps_d_imag,log_kappa2,log_abs_alpha,theta_alpha,theta_g
24,BLT physical-coordinate based,24,BLT_REWARD_REGION,100.0,100.0576884943645,0.5351664484931975,1.0100995005577553,-0.22584112826009833,3.037371010603871,-0.5404793453190573,-0.847412998523912,0.3356179372006981,-0.0941353099209361,-0.2199653614341619
25,BLT physical-coordinate based,25,BLT_REWARD_REGION,100.0,100.0576884943645,0.5351664484931975,1.0100995005577553,-0.22584112826009833,3.037371010603871,-0.5404793453190573,-0.847412998523912,0.3356179372006981,-0.0941353099209361,-0.2199653614341619
26,BLT physical-coordinate based,26,BLT_REWARD_REGION,100.0,100.0576884943645,0.5351664484931975,1.0100995005577553,-0.22584112826009833,3.037371010603871,-0.5404793453190573,-0.847412998523912,0.3356179372006981,-0.0941353099209361,-0.2199653614341619
27,BLT physical-coordinate based,27,BLT_REWARD_REGION,100.0,100.0576884943645,0.5351664484931975,1.0100995005577553,-0.22584112826009833,3.037371010603871,-0.5404793453190573,-0.847412998523912,0.3356179372006981,-0.0941353099209361,-0.2199653614341619
28,BLT physical-coordinate based,28,BLT_REWARD_REGION,100.0,100.0576884943645,0.5351664484931975,1.0100995005577553,-0.22584112826009833,3.037371010603871,-0.5404793453190573,-0.847412998523912,0.3356179372006981,-0.0941353099209361,-0.2199653614341619
29,BLT physical-coordinate based,29,BLT_REWARD_REGION,100.0,100.0576884943645,0.5351664484931975,1.0100995005577553,-0.22584112826009833,3.037371010603871,-0.5404793453190573,-0.847412998523912,0.3356179372006981,-0.0941353099209361,-0.2199653614341619
30,BLT physical-coordinate based,30,BLT_REWARD_REGION,100.0,100.0576884943645,0.5351664484931975,1.0100995005577553,-0.22584112826009833,3.037371010603871,-0.5404793453190573,-0.847412998523912,0.3356179372006981,-0.0941353099209361,-0.2199653614341619
31,BLT physical-coordinate based,31,BLT_REWARD_REGION,100.0,100.0576884943645,0.5351664484931975,1.0100995005577553,-0.22584112826009833,3.037371010603871,-0.5404793453190573,-0.847412998523912,0.3356179372006981,-0.0941353099209361,-0.2199653614341619
32,BLT physical-coordinate based,32,BLT_REWARD_REGION,100.0,100.0576884943645,0.5351664484931975,1.0100995005577553,-0.22584112826009833,3.037371010603871,-0.5404793453190573,-0.847412998523912,0.3356179372006981,-0.0941353099209361,-0.2199653614341619
33,BLT physical-coordinate based,33,BLT_REWARD_REGION,100.0,100.0576884943645,0.5351664484931975,1.0100995005577553,-0.22584112826009833,3.037371010603871,-0.5404793453190573,-0.847412998523912,0.3356179372006981,-0.0941353099209361,-0.2199653614341619
34,BLT physical-coordinate based,34,BLT_REWARD_REGION,100.0,100.0576884943645,0.5351664484931975,1.0100995005577553,-0.22584112826009833,3.037371010603871,-0.5404793453190573,-0.847412998523912,0.3356179372006981,-0.0941353099209361,-0.2199653614341619
35,BLT physical-coordinate based,35,BLT_REWARD_REGION,100.0,100.0576884943645,0.5351664484931975,1.0100995005577553,-0.22584112826009833,3.037371010603871,-0.5404793453190573,-0.847412998523912,0.3356179372006981,-0.0941353099209361,-0.2199653614341619
